Titulo;URL;Data;Noticia;Classe;QNT DE ERROS GRAMATICAIS;QNT CARACTERES;QNT PALAVRAS;QNTD LETRAS MAIUSCULAS;QNTD PONTUACAO;QNTD ADJETIVOS;QNTD SUBSTANTIVOS;QNTD VERBOS;QNTD ADVERBIOS;QNTD SUBSTANTIVOS PROPRIOS;QNTD PRONOMES;SENTIMENTO;PROB NEG;PROB NEU;PROB POS
China reconhece vitória de Biden e Brasil aprofunda seu isolamento;noticias.uol.com.br;13/11/2020;"A China tomou a decisão, nesta sexta-feira, de reconhecer a vitória de Joe Biden nas eleições americanas, aprofundando o isolamento do Brasil como um dos raros países a manter um silêncio total sobre a eleição americana. Atém do governo de Jair Bolsonaro, México, Coreia do Norte e Rússia ainda não felicitaram o vencedor democrata contra Donald Trump. ""Respeitamos a escolha do povo americano"", afirmou o porta-voz do Ministério das Relações Exteriores da China, Wang Wenbin. ""Congratulamos Biden e Harris"", completou. Apesar do reconhecimento, Pequim fez referência ao processo americano e deixou claro que ""o resultado será confirmado de acordo com as leis e procedimentos dos EUA"". A decisão de Pequim ocorre depois que, nos EUA, funcionários eleitorais afirmaram que a votação em 2020 foi a ""mais segura da história americana"", rejeitando as alegações de fraude.";10;1;867;135;34;14;9;28;14;6;28;0;2;0,12;0,84;0,04
Justiça bloqueia bens de João Doria por ação de improbidade administrativa;noticias.uol.com.br;20/10/2020;o tribunal justiçar paulo bloquear governador joão doria psdb causar ação civil improbidade administrativo o ministério público paulo afirmar doria prefeito cidade paulo r$ milhão inadequado o decisão bloquear liminar provisório e o defeso tucano recorrer destinar doria propaganda programar asfaltar época o mp o tucano utilizar o verba propaganda si sair cargo prefeito e virar candidatar o governador o demandar joão doria utilizar programar governar especificamente o asfaltar o promoção pessoal exercer o cargo prefeito utilizar o demandar verba público realização publicidade caráter pessoal propósito institucional cunhar educativo sustentar o promotor justiçar nélson luís sampaio andrade pedir mp;10;16;705;99;0;0;17;24;28;1;10;2;2;0,18;0,7;0,12
Fundo eleitoral de 2020 é de R$ 1.716.209.431,00 e será repartido entre 35 partidos #boato;boatos.org;12/10/2020;o tse tribunal superior eleitoral divulgar hoje o exato fundir repartir existente r$ 1.716.209.431,00 extenso bilião setecentos e dezesseis milhão duzentos e quatrocentos e trintar e real receber mdb r$ 234.232.915,58 pt r$ 212.244.045,51 psdb r$ 185.868.511,77 p r$ 131.026.927,86 psb r$ 118.783.048,51 pr r$ 113.165.144,99 psd r$ 112.013.278,78 dem r$ 89.108.890,77 prb r$ 66.983.248,93 ptb r$ 62.260.585,97 pdt r$ 61.475.696,42 sd r$ 40.127.359,42 r$ 36.112.917,34 psc r$ 35.913.889,78 pcdob r$ 30.544.605,53 pps r$ 29.203.202,71 pv r$ 24.640.976,04 psol r$ 21.430.444,90 pros r$ 21.259.914,64 phs r$ 18.064.589,71 avante r$ 12.438.144,67 redar r$ 10.662.556,58 patriota r$ 9.936.929,10 psl r$ 9.203.060,51 ptc r$ 6.334.282,12 prp r$ 5.471.690,91 dc r$ 4.140.243,38 pmn r$ 3.883.339,54 prtb r$ 3.794.842,38 pstu r$ 980.691,10 pcb r$ 980.691,10 pco r$ 980.691,10 ppl r$ 980.691,10 r$ 980.691,10 pmb r$ 980.691,10observem o dinheiro tirar taxar e imposto dever destinar pra saudar educação e segurança acreditar político e o rombo previdência divulgar vergonha aceito calar compartilhar;0;106;1087;155;0;36;21;21;20;1;23;0;2;0,06;0,91;0,03
Janot não denunciou ministros do STF nem disse que eles seriam presos;noticias.uol.com.br;09/10/2019;circular rede social revelar supor planar rodrigar janot ex-procurador-geral repúblico denunciar suposto esquema ministro stf supremo tribunal federal e afirmar levar prisão preso aguardar e gilmar mendes o o ex-procurador o compartilhar rede social e aplicativo mensagem acordar o texto acompanhar foto janot declaração o ex-procurador o planar matar o ministrar gilmar mendes estratégia verdade denunciar ministro polícia federal;0;7;431;59;0;4;11;16;20;0;2;2;2;0,18;0,75;0,07
"Com Maguito Vilela intubado com covid, filho ""ocupa"" eleição em Goiânia";noticias.uol.com.br;28/11/2020;e mau notícia o candidatar o prefeito maguito vilela mdb misturar faltar dia o eleição goiânia intubado infecção coronavírus saudar evoluir o o o favoritismo crescer e o filhar daniel vilela ocupar espaçar e o viçar o pastor rogério cruz republicano maguito cumprir agendar campanha 1 turno dia setembro diagnosticar covid-19 internar uti unidade terapia intensivo hospital cidade precisar transferir s pressa o hospital albert einstein paulo intubado o saudar deteriorar nome desbancar o principal adversário vanderlan cardoso psd pesquisar intenção votar pesquisar ibope divulgar haver dia o realizar o turno o candidatar liderar adversário;10;18;642;95;0;1;10;21;33;0;9;4;2;0,37;0,56;0,07
Filho de João Doria dá festa de aniversário com 200 pessoas durante quarentena do coronavírus #boato;boatos.org;12/04/2020;filhar joão doria festa aniversário ano pra convidar aglomeração o filhar e vcs casar trabalhar mansão filhar joão doria festa fonte catuaba e preso casar aniversário observar kkkkkk;0;11;182;28;0;0;4;6;12;0;2;1;2;0,1;0,7;0,2
A história de Bolsonaro com a hidroxicloroquina em 6 pontos: de tuítes de Trump à CPI da Covid;noticias.uol.com.br;21/05/2021;semana março e maio início pandemia ganhar ímpeto mundo inteirar o discussão tornar medicamento esperava-se o virar o jogar batalhar o covid-19 o cloroquina e o hidroxicloroquina passar o objeto corrido s farmácia e pesquisar variar empolgação drogar diminuir medir evidência científico passar o trazer benefício o paciente efeito colateral grave e falso sensação proteção o coronavírus;10;5;386;57;0;2;7;18;16;0;1;3;3;0,67;0,29;0,04
Fernando Santa Cruz, pai do presidente da OAB, participou do atentado de Guararapes #boato;boatos.org;01/08/2019;ficar enojar o reportagem tendencioso esquerdo resolver mudar canal e assistir o famoso jornal nacional personagem entrevistar criticar presidente declaração nenhum fernando santo cruz participar atentar aeroporto guararapes pessoa morto edson régis carvalho e nelson gomar fernandes guarda-civil perder o perna e ferir o comunista fernando santo cruz membro ação popular marxista-leninista apml o expressão d linha político culminante participação militante apml atentar o o aeroporto guararapes recife ano episódio ocorrer dia julho objetivo o eliminação candidatar á presidência indicar militar o general arthur costa e silvar passagem aeroporto o explosão atingir principal alvo resultar morte pessoa deixar ferir bolsonarotemrazao o pai presidente oab responsável atentar guararapes o atacar terrorista história país julho datar permanecer infamar bomba explodir aeroporto recife matar pessoa e mutilar fernando santo cruz participar terrorismo e morto companheiro;0;36;969;132;0;2;27;31;32;1;20;0;3;0,92;0,06;0,02
Para líderes, novo modelo de articulação ajudará na aprovação de auxílio emergencial e Renda Brasil;g1.globo.com;14/11/2022;o movimentar presidente jair bolsonaro comunicar antecipadamente líder aliar o prorrogação auxílio emergencial e o proposto programar render brasil receber base governista parlamentar ouvir blog o auxílio ficar r$ dezembro o auxílio o render brasil precisar aprovação congresso nacional reunião acontecer n terça-feira 1 setembro palácio alvorar o presidente jair bolsonaro apresentar o líder cálculo equipar econômica possibilidade valorar e beneficiário render brasil programar substituir o bolsar família modelar articulação o combinar o base ficar previsível o o blog o líder governar câmara deputar ricardo barro pp-pr;10;16;623;87;0;2;6;28;23;1;9;2;2;0,07;0,83;0,1
Reforma tributária: Guedes admite rever alíquota de 12% da proposta enviada ao Congresso;g1.globo.com;14/11/2022;o ministrar economia paulo guedes afirmar n segunda-feira casar mostrar exagerar o alíquota proposto reformar tributário enviar o o congresso nacional reduzir o reformar tributário governar unificar o cobrança pi e cofins incidente receitar folhar salário e importação o criação tributar agregar o nome contribuição social operação e serviço cbs o alíquota proposto o exceção instituição financeiro o alíquota 5,8 o proposto implicar aumentar tributação o setor serviço estabilizar o alíquota proposto revelar exagerar o gente afirmar guedes durante evento online frente parlamentar agropecuário fpa;10;12;599;85;0;2;9;27;25;1;2;0;2;0,06;0,87;0,07
PT prepara festa em Curitiba para comemorar soltura de Lula pelo STF #boato;boatos.org;05/11/2019;preparar festa curitiba precedente o o stf votar soltura condenar instância imediatamente o votação haver o encaminhamento pedir liberdade imediato sr lula organizar marchar milhão pessoa representante oficiar governo américa latino e central delegação continente africanar o mobilização comparar visto haver libertação mandela ônibus alugar canto país helicóptero e avião preparar evento.o nordeste pesar governador preparar o queimar fogo curitiba e brasília o réveillon rir o globo preparar o cobertura evento liderança psol pt pstu o liberdade lula o sinalização movimento quebra-quebra similar o o chile equador e venezuela o silêncio afirmação eduardo bolsonaro fundamento;0;21;678;95;0;1;12;28;23;4;8;1;2;0,07;0,8;0,13
Sem definir data, Maia diz que votará prisão em 2 instância ainda em 2020;noticias.uol.com.br;02/11/2020;o presidente câmara deputar rodrigar maio dem-rj afirmar n segunda-feira pretender colocar votação ano o pec proposto emendar o constituição possibilitar o prisão condenação instância entretanto definir datar específico o temer votar parlamentar o declaração maio feito durante transmissão online jornal econômico o texto travar março câmara consenso causar pandemia atividades comissão especial analisar suspenso evitar aglomeração o debater o mudança aplicar o caso pendente o caso o promulgação emendar constitucional propor o relator deputar fábio trad psd-ms;10;15;563;78;0;3;7;28;25;1;0;1;2;0,14;0,77;0,09
Michelle Bolsonaro tem um caso com Osmar Terra e está traindo Bolsonaro #boato;boatos.org;02/03/2020;supor casar michelle bolsonaro osmar terra movimentar internet semana.um supor casar extraconjugal palácio planalto mexer o internet envolvido ninguém michelle bolsonaro ano e o ex-ministro osmar terra o primeira-dama demonstrar certar desconfortar casamentar o presidente jair bolsonaro acordar informação istoé chegar o viajar país osmar terra o o principal motivar quedo;0;12;373;51;0;2;5;15;17;0;4;1;2;0,18;0,75;0,08
Covid: Brasil passa de 441 mil mortos em dia com 2.485 novos óbitos;noticias.uol.com.br;19/05/2021;o brasil registrar 2.485 morte covid-19 horar o país chegar o 441.864 vítima pandemia coronavírus obtido consórcio veículo imprensar o uol juntar s secretariar estadual saudar o caso doença confirmar hoje 79.706 o total diagnóstico positivo covid-19 feito brasil o início pandemia atingir 15.815.191 o médio móvel morte calcular o médio diário óbito considerar dia ficar hoje 1.944 o 119 dia consecutivo ficar acima 1.000 chamar onda o período longo marcar permanecer dia;10;6;471;73;0;2;12;18;19;3;2;0;2;0,18;0,76;0,06
"Doria presta solidariedade a Moro: ""Lava Jato foi um divisor de águas""";noticias.uol.com.br;24/03/2021;"O governador de São Paulo, João Doria (PSDB), prestou solidariedade ao ex-juiz federal Sergio Moro, depois que o STF (Supremo Tribunal Federal) decidiu contra ele no processo de suspeição pelo julgamento em que condenou o ex-presidente Lula (PT) envolvendo um tríplex em Guarujá (SP). ""Minha solidariedade ao juiz Sérgio Moro. A Lava Jato foi um divisor de águas em nossa longa história de impunidade. Esse esforço de cidadania e avanço civilizatório não pode ser esquecido. A lei é para todos"", escreveu Doria. No julgamento de ontem os ministros restringiram a análise à atuação de Moro no caso do tríplex sem discutir o caso do sítio de Atibaia (SP), no qual Lula foi condenado em Curitiba. Com isso, a maioria da Segunda Turma do STF firmou-se, por três votos a dois, pela parcialidade de Moro.";10;3;798;134;46;11;3;30;12;2;29;5;2;0,07;0,65;0,28
redar tv mostrar fraudar o eleição norte-americanas e eleitor nascer;e-farsas.com;14/11/2022;dia novembro apuração voto referente s eleição presidencial norte-americanas inúmero publicação começar o espalhar redar social imagem aparentemente retirar informativo redar tv fox imagem ler haver o constatação fraude votação apurar cidade detroit michigan;0;8;258;34;0;1;4;11;12;2;0;0;2;0,09;0,88;0,04
Marcelo Crivella vai abrir escolas no Rio de Janeiro a partir de 1 de junho #boato;boatos.org;24/05/2020;crivella apresentar proposto reabertura comércio planar prever retornar aula junho o prefeito rir marcelo crivella apresentar n semana comunidade científico proposto o reabertura atividade econômica cidade principal previsto projeto o dia 1 junho reabertura escola o ensinar médio obrigatório máscara 10h s 17h creche e equipamento social reabertura loja portar aberto o ruir m o 10h reabertura café bar e restaurante ficar limitar o capacidade 23h abertura museu monumento galeria arte e similares.a junho reinício cerimônias religioso reinício futebol público o junho reabertura loja superior o m inserir shopping obrigatório máscara reabetura creche pré-escolas e similar o junho reabertura cinema teatro e casar show lotação reduzir e espaçar mínimo distanciamento sugestão reduzir o contaminação usuário táxi e serviço aplicativo viajar banco trás;0;17;852;122;0;1;21;43;31;1;3;1;2;0,07;0,82;0,12
Bolsonaro sanciona sem vetos Orçamento 2020;g1.globo.com;14/11/2022;o presidente jair bolsonaro sancionar veto o orçamentar estimar o receitar e fixo despesa união o informação divulgar n sexta-feira ministro-chefe secretaria-geral jorge oliveira redar social acordar o secretariar presidência o texto publicar diário oficial n segunda-feira o orçamentar prever r$ bilião o fundir eleitoral o salário mínimo e o déficit contar público chegar o r$ bilião pastar o dinheiro orçamentar ficar dividir seguinte o orçamentar união detalhar gasto o realizar governar o o longo ano apresentar o estimativo o união arrecadar nenhum gastar público realizar previsão orçamentar;10;9;598;88;0;4;11;21;26;0;6;2;2;0,09;0,84;0,07
Blogueira relata ataques em rede social após vídeo sobre Bolsonaro;noticias.uol.com.br;19/03/2021;o influenciadora tininha mattos vidar virar cabeça haver cercar semana publicar instagram vídeo o presidente jair bolsonaro horar o publicação tornar alvo inúmero ataque e ameaçar continuar hoje dia março o deputar federal eduardo bolsonaro psl-sp compartilhar perfil twitter o informação entrar processar pessoa o ofender rede social d tininha mattos revelar ataque intensificar novamente semana o postagem filhar presidente honrar filhar presidente e n vídeo ultrapassar o limitar crítico brincadeira principalmente o facada o deputar publicação post eduardo compartilhar vídeo compilar vídeo alvo processo;10;16;608;85;0;1;7;27;27;3;4;4;2;0,42;0,51;0,07
Em prisão domiciliar, Queiroz aparece na varanda de apartamento no RJ;noticias.uol.com.br;13/07/2020;fabrício queiroz ex-assessor parlamentar flávio bolsonaro vestir hoje varanda casar taquara zonar oeste rir cumprir prisão domiciliar sexta-feira imagem feito globonews acordar o emissor mulher aparecer varanda queiroz e o mulher márcio oliveira aguiar o prisão preventivo decretar suspeito envolvimento supor esquema rachadinha servidor devolver salário gabinete flávio bolsonaro o hoje senador republicano deputar estadual tornozeleira eletrônica o policial militar deixar passar o cela m presídio bangu permanecer semana ocupar imóvel m distribuir suíte e varanda gourmet o stj superior tribunal justiçar conceder o benefício quinta-feira causar saudar queiroz enfrentar câncer foragir e prisão preventivo decretar justiçar márcio beneficiar decisão o stj o presença d recomendável cuidar o ex-assessor apresentar noite e casar o maridar;10;17;840;115;0;4;20;37;38;1;2;0;2;0,15;0,76;0,09
Bolsonaro não copiou slogan que Collor usou na eleição presidencial de 1989;noticias.uol.com.br;12/03/2019;brasil acima deus acima o principal slogan hoje presidente jair bolsonaro psl campanha eleitoral sair vitorioso montagemque circular rede social o frase efeitopor novidade corrido presidencial imagem compartilhar quase 4.000vezes facebook trazer santo ex-presidente fernando collor mello durante o campanha eleitoral o vencedor panfleto o candidatar extinguir prn hoje ptc o slogan brasil acima deus acima campanha frase desconhecido internauta compartilhar o imagem;0;17;466;63;0;1;10;15;11;8;10;1;2;0,05;0,69;0,26
Deputada estadual Marina Helou disputará Prefeitura de São Paulo pela Rede;noticias.uol.com.br;08/09/2020;o redar sustentabilidade confirmar hoje o candidatura deputar estadual paulo marino helou prefeitura capital helou participar programar renovabr e ajudar o fundar o movimentar votar n ampliação participação feminino político helou proposto o cidade concentrar pilar saudar e qualidade vidar saneamento básico qualidade ar e acesso o o o evento lançamento candidatura transmitir rede social;10;10;389;55;0;0;6;14;19;1;2;0;2;0,04;0,83;0,13
Se Brasil tivesse chanceler, ele procuraria Biden;noticias.uol.com.br;30/08/2020;jair bolsonaro declarar amo donald trump respostar o presidente americano emitir sucessivo sinal diplomacia amador baixar decretar reduzir o limitar o comprar aço produzir brasil decretar o brasil equipar vender o unir trimestre tonelada aço semiacabado restrição imposto trump estima-se embarcar tonelada trump anotar decretar unir e brasil negociação dezembro discutir o situação comércio aço país luzir condição mercar prevalecer n o eleitor americano s urna novembro o reeleição trump deixar passear o negociação dezembro aço travar outro interlocutor;10;18;555;79;0;1;9;21;31;0;5;1;2;0,11;0,8;0,1
Rui Costa, governador da Bahia, promove festa luxuosa de carnaval com dinheiro público #boato;boatos.org;14/11/2022;festa luxuoso promovido governar bahia pré- carnavalesco o governador fechar colégio o saudar mau condição o funcionalismo haver ano reajustar salarial aposentar divulgar o brasil conhecer o ocorrer bahia.o bailar esquerdo caviar palácio aclamação o elite caviar baiano mundo fantasiar petista ex-sindicalista ruir e poliana o tom mofar e decadente pluma e paetês imponente palácio aclamação antigo residência oficial governador bahia.enquanto divertir s custar imposto pago chorar o angústia leito e remédio hospital desesperar frente o violência crescente e medir caos segurança público o educação largar s mosco fracassar piorar índice educacional país dever caos quele cometer o heresia votar e reeleger o pt triste bahia foto abaixar luxuoso festa pré-carnavalesca promovido governar petralha bahia o governador fechar colégio o saudar mau condição o funcionalismo público haver ano reajustar salarial aposentar o bahia o desempregar população sobreviver bolsar família e ficar cidade violento país divulgar o brasil o ocorrer bahia;0;20;1037;150;0;3;25;44;44;2;5;3;3;0,46;0,44;0,1
Segunda Turma do STF autoriza acesso de Paes a delação de executivos da OAS;g1.globo.com;14/11/2022;o turma supremo tribunal federal stf autorizar n terça-feira o acesso defeso ex-prefeito rir janeiro eduardo paes o o conteúdo delação premiar executivo construtor oas o determinação ater o pedir defeso paes recorrer decisão individual ministrar edson fachin relator casar e agostar ano passar haver negar o acesso o o material delação executivo oas homologar julho relatar pagar r$ milhão propinar e caixa político eduardo paes o ex-prefeito rir receber caixa r$ milhão campanha prefeitura época o assessoria paes informar desconhecer o teor delação premiar oas e reafirmar doação empresar constar prestação contar aprovar justiçar eleitoral;10;20;642;96;0;3;11;29;30;1;5;0;2;0,11;0,82;0,08
Brasil registra 544 novas mortes por covid-19 em 24 h e soma 150.236 óbitos;noticias.uol.com.br;10/10/2020;registrar óbito covid-19 o país totalizar 150.236 morte coronavírus informação consórcio veículo imprensar o uol o levantamento juntar s secretariar saudar 24.650 caso registrar horar e total 5.081.840 diagnóstico o início pandemia o médio móvel morte calcular base morto dia o representar estabilidade variação dia -13;10;4;319;46;0;2;8;14;12;0;1;1;2;0,15;0,82;0,03
Toffoli, Maia e Alcolumbre criaram a quarentena em um pacto para derrubar Bolsonaro #boato;boatos.org;23/03/2020;vazar o golpe o presidente nojo d político corrupto e oportunista dia toffoli presidente stf rodrigar maio presidente câmara e davi alcolumbre e chefe esquerdo psdb aécio neve e pt e pcdo b e psol reunir e pacto governador joão doria sp e wilson witzel rj e fechar o redar globo braço globo news e tv cultura derrubar o economia proibir abertura bar restaurante rodoviário e circulação ônibus e avião brasil.entendam previnir o covid19 e arrebentar o economia país desestabilizar o governar bolsonaro e ministro causar o caos alegar o presidente perder rédea governar e ministro perder o comandar instituir o votação o impeachment presidente autorizar vídeo conferência deputar ficar o vontade mostrar o caro o votar o e o o colocar o proposto viçar mourão assumir casar impedimento presidente o acordar votar o velho político pagar alto voto.com assumir o presidente câmara rodrigar maio aval dia toffoli stf prestar atenção ataque maciço globo hoje dia18/03 canal aberto e globo news e passar o ênfase e visibilidade rodrigar maio população brasileiro pressionar e mostrar sujeira e acordar nefasto e o globo e cultura jornal estadão e folhar paulo governador gastar dinheiro combater o covid19 pagamento sujo atacar o governar o o invés informação sanitário e d dinheiro pagar o votação deputar traidor protestar rede facebook youtube twitter whatsapp e mostrar planar nefasto compartilhar brasileiro acreditar país espalhar o população preciso;0;40;1447;230;0;0;26;67;62;2;15;2;3;0,89;0,08;0,03
A diretora da Anistia Internacional Brasil, Jurema Werneck, não compareceu à CPI como médica;checamos.afp.com;29/06/2021;o médico renan calheiros o dr jurema o crm cancelar umar publicação compartilhar o twitter o facebook e o instagram o dia junho werneck comparecer cpi o pedir senador renan calheiros parir prestar depoimento comer representante movimentar alertar reunir entidade sociedade civil comer o anistia internacional e coleta sobrar o mortalidade covid-19 o brasil o sessão cpi o senador luis carlos heinze p perguntar o werneck médico e o crm ativo responder médico formação e doutorar comunicação e cultura representar o anistia internacional brasil e o movimentar alertar o senhor perguntar o crm inativo prático;0;28;607;95;0;1;6;29;25;0;7;4;2;0,06;0,83;0,11
Maia espera posição do governo para debater prorrogação do auxílio emergencial;economia.uol.com.br;18/08/2020;o presidente câmara rodrigar maio dem-rj hoje esperar oficial governar o prorrogação pagamento auxílio emergencial e criação programar render básico o discussão vir recurso afetar o teto gasto esperar o oficial governar assunto o gente o auxílio fundamental urgente e impactar milhão brasileiro o governar precisar apresentar s condição prorrogar o gente impactar contar público maio o governar preciso avaliar conseguir cortar despesa definir o alcançar programar governar acabar o seguro-defesa o abonar salarial cortar recurso s. o governar base preciso avaliar voto suficiente congresso proposto maio afirmar o governar misturar acabar passar o proposto pacto federativo senado reformular abrigar o render brasil e o desoneração folhar salarial o rearranjo estratégia ministrar economia paulo guedes viabilizar programar interessar presidente jair bolsonaro furar o teto gasto;10;10;880;125;0;2;18;32;44;1;4;2;2;0,15;0,71;0,14
Brasil tem 25,7 milhões de vacinados e aplica mais 2 dose que a 1 em 24h;noticias.uol.com.br;16/04/2021;o brasil atingir n sexta-feira o marcar 25,7 milhão vacinar o covid-19 25.777.943 pessoa receber dosar imunizante o doença o corresponder o 12,17 população país fevereiro o vacinar o dosar o aplicação dosar horar 317.845 pessoa imunizar 576.392 receber o dosar consórcio veículo imprensar o uol base informação fornecido secretariar estadual saudar;10;8;348;52;0;4;4;11;16;1;3;4;2;0,05;0,88;0,06
Carlos Bolsonaro furou fila e tomou a vacina contra Covid-19 #boato;boatos.org;22/01/2021;jornalista mauro cerullo vacinar mim informação apurar rádio litoral fm carlos bolsonaro hoje hospital central exército rir janeiro e vacinou-se o covid-19 vereador militar vacinar sinovac carluxofurafila;0;9;204;27;0;2;5;7;6;1;3;1;2;0,03;0,93;0,04
Post usa notícia de 2019 para parabenizar Bolsonaro por acordo Mercosul-UE, mas negociações estão paradas;projetocomprova.com.br;13/05/2021;enganoso publicação facebook dia maio o o presidente jair bolsonaro utilizar manchete edição impresso correar braziliense parabenizar bolsonaro acordar mercosul-ue o manchete utilizar post junho o acordar anunciar durante o cúpula g20 negociação o acordar vigor estagnar;0;9;270;37;0;1;5;11;12;0;2;0;3;0,93;0,07;0,01
OnlyFans: site que permite vender nudes cresce no Brasil e amplia mercado de 'influencers do sexo';g1.globo.com;14/11/2022;pedir mandar nude ganhar voltar tabelar preço o quarentenar aumentar o sucesso site crescer o o permitir pessoa vender o acesso s imagem o onlyfans redar social o dono perfil cobrar acesso o posts assinatura mensal vender avulso funcionar conteúdo exclusivo músico o aula basto entrar e o vender nudes o onlyfans surgir inglaterra e ganhar influencers sexo vácuo restrição rede instagram o nudez barrar redar livrar e render dinheiro restrito o ano cadastrar site o nome virar pop beyoncé o citar faixar savage megan thee stalion lançar dia abril;10;14;546;90;0;0;9;27;34;0;0;3;2;0,08;0,84;0,08
Os critérios de Bolsonaro para definir o nome do próximo ministro do STF;noticias.uol.com.br;22/09/2020;o presidente jair bolsonaro enxergar o ministrar celso mello stf inimigo pessoal novembro o decano aposentar bolsonaro livrar adversário cortar ganhar aliar alguém tomar cervejar comigo semana relatar coluna folhar s. paulo o jornalista monica bergamo nome hoje favorito ocupar o mello o ministrar justiçar andré mendonça e o ministrar secretariar governar jorge oliveira o vantagem andré mendonça jorge oliveira o fato o condição pastor igreja presbiteriano esperançar brasília terrivelmente evangélico bolsonaro o ministrar stf indicar mendonça trânsito cortar dá-se especialmente dia toffoli ano chefe advocacia união -- e vestir ministro alexandre moraes assinar ano passar livrar homenagem o toffoli;10;22;704;100;0;3;11;20;34;3;14;6;2;0,09;0,81;0,1
Exército encontrou água potável em Caicó (RN) a mando do governo Bolsonaro #boato;boatos.org;15/06/2019;exército brasileiro encontrar água potável município seco nordeste caicó-rn poço artesiano abastecer família e o mídia divulgar divulgar o imprecar brasileiro divulgar gigantesco ação exército brasileiro determinação governar bolsonaro;0;6;235;29;0;1;8;10;8;0;0;0;2;0,05;0,82;0,13
"Mensagens da Spoofing: procuradores falam em ""colocar STF contra a parede""";noticias.uol.com.br;17/02/2021;o defeso ex-presidente lula enviar o o ministrar stf supremo tribunal federal ricardo lewandowski relatório mensagem obtido operação spoofing advogar estratégia lavar jato emparedar tribunal superior conteúdo advogar ex-presidente alegar procurador atuantes operação buscar atacar ministro gilmar mendes e dia toffoli e enfraquecer o ministrar ribeiro dantas stj superior tribunal justiçar retirá-lo relatoria lavar jato o efetivamente vir o ocorrer ... ler íntegro folhar;10;14;472;64;0;3;8;18;22;1;6;1;2;0,18;0,74;0,08
Embaixada do Brasil nos EUA tem Lula Livre nas paredes e sala Marielle Franco #boato;boatos.org;28/07/2019;esparramar explicar visão brasileiro morar eua motivo presidente bolsonaro nomear eduardo bolsonaro embaixador brasil washington amigar família morar eua advogar e mts preciso embaixada brasileiro resolver assunto brasileiro advogar e comentar reduto pt funcionário reunião e espaçar dedicar o mariele franco reunião detestar o presidente e parede lula livrar o único pessoa bolsonaro confiar filhar eduardo o preciso faxinar n reduto e ninguém melhor acesso diretamente o presidente filhar faxineiro acabar reduto petista.disse tbem qdo manifestação brasil bolsonaro tbem e articular embaixada d sair dinheiro pagar o pelegada pra ficar cartaz lula livrar e abrigar o pessoal mst brasil manifesto entender o precisar confiar presidente e entender e deixar mimimi;0;30;763;110;0;0;11;23;37;2;14;1;2;0,22;0,64;0,14
Vídeo mostra Lula e Glenn Greenwald combinando reportagem da Intercept contra Moro #boato;boatos.org;14/11/2022;lula armar o lavar jato entrevisto glenn greenwald combinar ação sergio morar e procurador lavar jato lula armar o lavar jato cadeia bomba the intercept vídeo lula combinar glenn greenwald lula combinar glenn greenwald assistir o vídeo e o combinar bolsonaro morar;0;8;264;42;0;0;7;9;13;0;7;3;2;0,06;0,83;0,11
'Lava Jato municipal' não seria subordinada à Prefeitura, diz Bruno Covas;noticias.uol.com.br;26/11/2020;"O prefeito de São Paulo, Bruno Covas (PSDB), detalhou sua proposta de criar uma ""Lava Jato municipal"" caso venha a ser eleito para um segundo mandato na eleição do próximo domingo, 29. Em entrevista à Rádio Eldorado, o candidato à reeleição disse que o objetivo é aumentar a transparência e a participação popular na fiscalização municipal, mas que a estrutura seria formada por voluntários e não estaria subordinada à Prefeitura. Questionado sobre o que seria a ""Lava Jato municipal"" e a diferença para os mecanismos de controle já existentes, Covas esclareceu que a medida busca uma ação externa, que não demanda uma nova estrutura na cidade e nem será controlada por um partido ou político específico. ""É buscar uma ação externa, que não seja uma estrutura da Prefeitura, porque a gente já tem a Controladoria, o Tribunal de Contas, a Câmara Municipal. A gente já tem os órgãos próprios. São pessoas de fora que poderiam ajudar a olhar os contratos. Nenhuma estrutura a ser criada na Prefeitura de São Paulo para isso, mas com advogados, especialistas, que possam, de forma voluntária, ajudar e colaborar, orientando e buscando soluções (...). Não há a criação de nenhuma estrutura nova a ser controlada pelo partido 'A' ou pela candidata 'B'"", disse Covas.";10;1;1260;209;36;18;16;41;27;9;26;6;2;0,09;0,83;0,08
É #FAKE que Rodrigo Maia pediu um minuto de silêncio no plenário em homenagem a general iraniano morto;g1.globo.com;14/11/2022;circular rede social mensagem o presidente câmara rodrigar maio pedir minutar silêncio plenário homenagem memória general iraniano qassem soleimani morto unir atacar drone bagdá quinta-feira o câmara deputar e o senado recesso parlamentar dezembro casar voltar o trabalho dia fevereiro d ano si cair terra o mensagem falso haver tumulto plenário o atar e maio receber vaiar d rodrigar maio viagem féria o família e brasil;0;7;421;66;0;1;8;26;18;0;1;1;3;0,52;0,43;0,06
Michelle Bolsonaro intervém a favor dos animais atingidos em Brumadinho #boato;boatos.org;28/01/2019;pedir olho cheio lágrima o ministrar agricultura o enviar veterinário cuidar animar esquecido disponibilizar cercar médico veterinário brumadinho auxílio recuperação animar sobreviver animar debilitar veterinário afirmar correr risco vidar;0;3;239;29;0;0;3;7;16;0;1;0;2;0,11;0,69;0,2
