Titulo,URL,Data,Noticia,Classe,QNT DE ERROS GRAMATICAIS,QNT CARACTERES,QNT PALAVRAS,QNTD LETRAS MAIUSCULAS,QNTD PONTUACAO,QNTD ADJETIVOS,QNTD SUBSTANTIVOS,QNTD VERBOS,QNTD ADVERBIOS,QNTD SUBSTANTIVOS PROPRIOS,QNTD PRONOMES,SENTIMENTO,PROB NEG,PROB NEU,PROB POS
Filho de João Doria dá festa de aniversário com 200 pessoas durante quarentena do coronavírus #boato,boatos.org,12/04/2020,filhar joão doria festa aniversário ano pra convidar aglomeração o filhar e vcs casar trabalhar mansão filhar joão doria festa fonte catuaba e preso casar aniversário observar kkkkkk,0,39.29,182,28,0.0,0.0,14.29,21.43,42.86,0.0,7.14,3.57,2,"0,1","0,7","0,2"
A história de Bolsonaro com a hidroxicloroquina em 6 pontos: de tuítes de Trump à CPI da Covid,noticias.uol.com.br,21/05/2021,semana março e maio início pandemia ganhar ímpeto mundo inteirar o discussão tornar medicamento esperava-se o virar o jogar batalhar o covid-19 o cloroquina e o hidroxicloroquina passar o objeto corrido s farmácia e pesquisar variar empolgação drogar diminuir medir evidência científico passar o trazer benefício o paciente efeito colateral grave e falso sensação proteção o coronavírus,1,8.77,386,57,0.0,0.52,12.28,31.58,28.07,0.0,1.75,5.26,3,0.67,0.29,0.04
"Fernando Santa Cruz, pai do presidente da OAB, participou do atentado de Guararapes #boato",boatos.org,01/08/2019,ficar enojar o reportagem tendencioso esquerdo resolver mudar canal e assistir o famoso jornal nacional personagem entrevistar criticar presidente declaração nenhum fernando santo cruz participar atentar aeroporto guararapes pessoa morto edson régis carvalho e nelson gomar fernandes guarda-civil perder o perna e ferir o comunista fernando santo cruz membro ação popular marxista-leninista apml o expressão d linha político culminante participação militante apml atentar o o aeroporto guararapes recife ano episódio ocorrer dia julho objetivo o eliminação candidatar á presidência indicar militar o general arthur costa e silvar passagem aeroporto o explosão atingir principal alvo resultar morte pessoa deixar ferir bolsonarotemrazao o pai presidente oab responsável atentar guararapes o atacar terrorista história país julho datar permanecer infamar bomba explodir aeroporto recife matar pessoa e mutilar fernando santo cruz participar terrorismo e morto companheiro,0,27.27,969,132,0.0,0.21,20.45,23.48,24.24,0.76,15.15,0.0,3,"0,92","0,06","0,02"
"Para líderes, novo modelo de articulação ajudará na aprovação de auxílio emergencial e Renda Brasil",g1.globo.com,14/11/2022,o movimentar presidente candidato candidato comunicar antecipadamente líder aliar o prorrogação auxílio emergencial e o proposto programar render brasil receber base governista parlamentar ouvir blog o auxílio ficar r$ dezembro o auxílio o render brasil precisar aprovação congresso nacional reunião acontecer n terça-feira 1 setembro palácio alvorar o presidente candidato candidato apresentar o líder cálculo equipar econômica possibilidade valorar e beneficiário render brasil programar substituir o bolsar família modelar articulação o combinar o base ficar previsível o o blog o líder governar câmara deputar ricardo barro pp-pr,1,18.39,623,87,0.0,0.32,6.9,32.18,26.44,1.15,10.34,2.3,2,0.07,0.83,0.1
Reforma tributária: Guedes admite rever alíquota de 12% da proposta enviada ao Congresso,g1.globo.com,14/11/2022,"o ministrar economia paulo guedes afirmar n segunda-feira casar mostrar exagerar o alíquota proposto reformar tributário enviar o o congresso nacional reduzir o reformar tributário governar unificar o cobrança pi e cofins incidente receitar folhar salário e importação o criação tributar agregar o nome contribuição social operação e serviço cbs o alíquota proposto o exceção instituição financeiro o alíquota 5,8 o proposto implicar aumentar tributação o setor serviço estabilizar o alíquota proposto revelar exagerar o gente afirmar guedes durante evento online frente parlamentar agropecuário fpa",1,14.12,599,85,0.0,0.33,10.59,31.76,29.41,1.18,2.35,0.0,2,0.06,0.87,0.07
PT prepara festa em Curitiba para comemorar soltura de Lula pelo STF #boato,boatos.org,05/11/2019,preparar festa curitiba precedente o o stf votar soltura condenar instância imediatamente o votação haver o encaminhamento pedir liberdade imediato sr candidato organizar marchar milhão pessoa representante oficiar governo américa latino e central delegação continente africanar o mobilização comparar visto haver libertação mandela ônibus alugar canto país helicóptero e avião preparar evento.o nordeste pesar governador preparar o queimar fogo curitiba e brasília o réveillon rir o globo preparar o cobertura evento liderança psol partido pstu o liberdade candidato o sinalização movimento quebra-quebra similar o o chile equador e venezuela o silêncio afirmação eduardo candidato fundamento,0,22.11,678,95,0.0,0.15,12.63,29.47,24.21,4.21,8.42,1.05,2,"0,07","0,8","0,13"
"Sem definir data, Maia diz que votará prisão em 2 instância ainda em 2020",noticias.uol.com.br,02/11/2020,o presidente câmara deputar rodrigar maio dem-rj afirmar n segunda-feira pretender colocar votação ano o pec proposto emendar o constituição possibilitar o prisão condenação instância entretanto definir datar específico o temer votar parlamentar o declaração maio feito durante transmissão online jornal econômico o texto travar março câmara consenso causar pandemia atividades comissão especial analisar suspenso evitar aglomeração o debater o mudança aplicar o caso pendente o caso o promulgação emendar constitucional propor o relator deputar fábio trad psd-ms,1,19.23,563,78,0.0,0.53,8.97,35.9,32.05,1.28,0.0,1.28,2,0.14,0.77,0.09
Michelle Bolsonaro tem um caso com Osmar Terra e está traindo Bolsonaro #boato,boatos.org,02/03/2020,supor casar michelle candidato osmar terra movimentar internet semana.um supor casar extraconjugal palácio planalto mexer o internet envolvido ninguém michelle candidato ano e o ex-ministro osmar terra o primeira-dama demonstrar certar desconfortar casamentar o presidente candidato candidato acordar informação istoé chegar o viajar país osmar terra o o principal motivar quedo,0,23.53,373,51,0.0,0.54,9.8,29.41,33.33,0.0,7.84,1.96,2,"0,18","0,75","0,08"
Covid: Brasil passa de 441 mil mortos em dia com 2.485 novos óbitos,noticias.uol.com.br,19/05/2021,o brasil registrar 2.485 morte covid-19 horar o país chegar o 441.864 vítima pandemia coronavírus obtido consórcio veículo imprensar o uol juntar s secretariar estadual saudar o caso doença confirmar hoje 79.706 o total diagnóstico positivo covid-19 feito brasil o início pandemia atingir 15.815.191 o médio móvel morte calcular o médio diário óbito considerar dia ficar hoje 1.944 o 119 dia consecutivo ficar acima 1.000 chamar onda o período longo marcar permanecer dia,1,8.22,471,73,0.0,0.42,16.44,24.66,26.03,4.11,2.74,0.0,2,0.18,0.76,0.06
"Doria presta solidariedade a Moro: ""Lava Jato foi um divisor de águas""",noticias.uol.com.br,24/03/2021,"o governador de são paulo, joão doria (psdb), prestou solidariedade ao ex-juiz federal sergio moro, depois que o stf (supremo tribunal federal) decidiu contra ele no processo de suspeição pelo julgamento em que condenou o ex-presidente candidato (partido) envolvendo um tríplex em guarujá (sp). ""minha solidariedade ao juiz sérgio moro. a lava jato foi um divisor de águas em nossa longa história de impunidade. esse esforço de cidadania e avanço civilizatório não pode ser esquecido. a lei é para todos"", escreveu doria. no julgamento de ontem os ministros restringiram a análise à atuação de moro no caso do tríplex sem discutir o caso do sítio de atibaia (sp), no qual candidato foi condenado em curitiba. com isso, a maioria da segunda turma do stf firmou-se, por três votos a dois, pela parcialidade de moro.",1,2.24,798,134,5.76,1.38,2.24,22.39,8.96,1.49,21.64,3.73,2,0.07,0.65,0.28
redar tv mostrar fraudar o eleição norte-americanas e eleitor nascer,e-farsas.com,14/11/2022,dia novembro apuração voto referente s eleição presidencial norte-americanas inúmero publicação começar o espalhar redar social imagem aparentemente retirar informativo redar tv fox imagem ler haver o constatação fraude votação apurar cidade detroit michigan,0,23.53,258,34,0.0,0.39,11.76,32.35,35.29,5.88,0.0,0.0,2,"0,09","0,88","0,04"
Marcelo Crivella vai abrir escolas no Rio de Janeiro a partir de 1 de junho #boato,boatos.org,24/05/2020,crivella apresentar proposto reabertura comércio planar prever retornar aula junho o prefeito rir marcelo crivella apresentar n semana comunidade científico proposto o reabertura atividade econômica cidade principal previsto projeto o dia 1 junho reabertura escola o ensinar médio obrigatório máscara 10h s 17h creche e equipamento social reabertura loja portar aberto o ruir m o 10h reabertura café bar e restaurante ficar limitar o capacidade 23h abertura museu monumento galeria arte e similares.a junho reinício cerimônias religioso reinício futebol público o junho reabertura loja superior o m inserir shopping obrigatório máscara reabetura creche pré-escolas e similar o junho reabertura cinema teatro e casar show lotação reduzir e espaçar mínimo distanciamento sugestão reduzir o contaminação usuário táxi e serviço aplicativo viajar banco trás,0,13.93,852,122,0.0,0.12,17.21,35.25,25.41,0.82,2.46,0.82,2,"0,07","0,82","0,12"
Bolsonaro sanciona sem vetos Orçamento 2020,g1.globo.com,14/11/2022,o presidente candidato candidato sancionar veto o orçamentar estimar o receitar e fixo despesa união o informação divulgar n sexta-feira ministro-chefe secretaria-geral jorge oliveira redar social acordar o secretariar presidência o texto publicar diário oficial n segunda-feira o orçamentar prever r$ bilião o fundir eleitoral o salário mínimo e o déficit contar público chegar o r$ bilião pastar o dinheiro orçamentar ficar dividir seguinte o orçamentar união detalhar gasto o realizar governar o o longo ano apresentar o estimativo o união arrecadar nenhum gastar público realizar previsão orçamentar,1,10.23,598,88,0.0,0.67,12.5,23.86,29.55,0.0,6.82,2.27,2,0.09,0.84,0.07
Blogueira relata ataques em rede social após vídeo sobre Bolsonaro,noticias.uol.com.br,19/03/2021,o influenciadora tininha mattos vidar virar cabeça haver cercar semana publicar instagram vídeo o presidente candidato candidato horar o publicação tornar alvo inúmero ataque e ameaçar continuar hoje dia março o deputar federal eduardo candidato psl-sp compartilhar perfil twitter o informação entrar processar pessoa o ofender rede social d tininha mattos revelar ataque intensificar novamente semana o postagem filhar presidente honrar filhar presidente e n vídeo ultrapassar o limitar crítico brincadeira principalmente o facada o deputar publicação post eduardo compartilhar vídeo compilar vídeo alvo processo,1,18.82,608,85,0.0,0.16,8.24,31.76,31.76,3.53,4.71,4.71,2,0.42,0.51,0.07
"Em prisão domiciliar, Queiroz aparece na varanda de apartamento no RJ",noticias.uol.com.br,13/07/2020,fabrício queiroz ex-assessor parlamentar candidato candidato vestir hoje varanda casar taquara zonar oeste rir cumprir prisão domiciliar sexta-feira imagem feito globonews acordar o emissor mulher aparecer varanda queiroz e o mulher márcio oliveira aguiar o prisão preventivo decretar suspeito envolvimento supor esquema rachadinha servidor devolver salário gabinete candidato candidato o hoje senador republicano deputar estadual tornozeleira eletrônica o policial militar deixar passar o cela m presídio bangu permanecer semana ocupar imóvel m distribuir suíte e varanda gourmet o stj superior tribunal justiçar conceder o benefício quinta-feira causar saudar queiroz enfrentar câncer foragir e prisão preventivo decretar justiçar márcio beneficiar decisão o stj o presença d recomendável cuidar o ex-assessor apresentar noite e casar o maridar,1,14.78,840,115,0.0,0.48,17.39,32.17,33.04,0.87,1.74,0.0,2,0.15,0.76,0.09
Bolsonaro não copiou slogan que Collor usou na eleição presidencial de 1989,noticias.uol.com.br,12/03/2019,brasil acima deus acima o principal slogan hoje presidente candidato candidato psl campanha eleitoral sair vitorioso montagemque circular rede social o frase efeitopor novidade corrido presidencial imagem compartilhar quase 4.000vezes facebook trazer santo ex-presidente fernando collor mello durante o campanha eleitoral o vencedor panfleto o candidatar extinguir prn hoje ptc o slogan brasil acima deus acima campanha frase desconhecido internauta compartilhar o imagem,0,26.98,466,63,0.0,0.21,15.87,23.81,17.46,12.7,15.87,1.59,2,"0,05","0,69","0,26"
Deputada estadual Marina Helou disputará Prefeitura de São Paulo pela Rede,noticias.uol.com.br,08/09/2020,o redar sustentabilidade confirmar hoje o candidatura deputar estadual paulo marino helou prefeitura capital helou participar programar renovabr e ajudar o fundar o movimentar votar n ampliação participação feminino político helou proposto o cidade concentrar pilar saudar e qualidade vidar saneamento básico qualidade ar e acesso o o o evento lançamento candidatura transmitir rede social,1,18.18,389,55,0.0,0.0,10.91,25.45,34.55,1.82,3.64,0.0,2,0.04,0.83,0.13
"Se Brasil tivesse chanceler, ele procuraria Biden",noticias.uol.com.br,30/08/2020,candidato candidato declarar amo donald trump respostar o presidente americano emitir sucessivo sinal diplomacia amador baixar decretar reduzir o limitar o comprar aço produzir brasil decretar o brasil equipar vender o unir trimestre tonelada aço semiacabado restrição imposto trump estima-se embarcar tonelada trump anotar decretar unir e brasil negociação dezembro discutir o situação comércio aço país luzir condição mercar prevalecer n o eleitor americano s urna novembro o reeleição trump deixar passear o negociação dezembro aço travar outro interlocutor,1,22.78,555,79,0.0,0.18,11.39,26.58,39.24,0.0,6.33,1.27,2,0.11,0.8,0.1
"Rui Costa, governador da Bahia, promove festa luxuosa de carnaval com dinheiro público #boato",boatos.org,14/11/2022,festa luxuoso promovido governar bahia pré- carnavalesco o governador fechar colégio o saudar mau condição o funcionalismo haver ano reajustar salarial aposentar divulgar o brasil conhecer o ocorrer bahia.o bailar esquerdo caviar palácio aclamação o elite caviar baiano mundo fantasiar petista ex-sindicalista ruir e poliana o tom mofar e decadente pluma e paetês imponente palácio aclamação antigo residência oficial governador bahia.enquanto divertir s custar imposto pago chorar o angústia leito e remédio hospital desesperar frente o violência crescente e medir caos segurança público o educação largar s mosco fracassar piorar índice educacional país dever caos quele cometer o heresia votar e reeleger o partido triste bahia foto abaixar luxuoso festa pré-carnavalesca promovido governar petralha bahia o governador fechar colégio o saudar mau condição o funcionalismo público haver ano reajustar salarial aposentar o bahia o desempregar população sobreviver bolsar família e ficar cidade violento país divulgar o brasil o ocorrer bahia,0,13.33,1037,150,0.0,0.29,16.67,29.33,29.33,1.33,3.33,2.0,3,"0,46","0,44","0,1"
Segunda Turma do STF autoriza acesso de Paes a delação de executivos da OAS,g1.globo.com,14/11/2022,o turma supremo tribunal federal stf autorizar n terça-feira o acesso defeso ex-prefeito rir janeiro eduardo paes o o conteúdo delação premiar executivo construtor oas o determinação ater o pedir defeso paes recorrer decisão individual ministrar edson fachin relator casar e agostar ano passar haver negar o acesso o o material delação executivo oas homologar julho relatar pagar r$ milhão propinar e caixa político eduardo paes o ex-prefeito rir receber caixa r$ milhão campanha prefeitura época o assessoria paes informar desconhecer o teor delação premiar oas e reafirmar doação empresar constar prestação contar aprovar justiçar eleitoral,1,20.83,642,96,0.0,0.47,11.46,30.21,31.25,1.04,5.21,0.0,2,0.11,0.82,0.08
Brasil registra 544 novas mortes por covid-19 em 24 h e soma 150.236 óbitos,noticias.uol.com.br,10/10/2020,registrar óbito covid-19 o país totalizar 150.236 morte coronavírus informação consórcio veículo imprensar o uol o levantamento juntar s secretariar saudar 24.650 caso registrar horar e total 5.081.840 diagnóstico o início pandemia o médio móvel morte calcular base morto dia o representar estabilidade variação dia -13,1,8.7,319,46,0.0,0.63,17.39,30.43,26.09,0.0,2.17,2.17,2,0.15,0.82,0.03
"Toffoli, Maia e Alcolumbre criaram a quarentena em um pacto para derrubar Bolsonaro #boato",boatos.org,23/03/2020,vazar o golpe o presidente nojo d político corrupto e oportunista dia toffoli presidente stf rodrigar maio presidente câmara e davi alcolumbre e chefe esquerdo psdb aécio neve e partido e pcdo b e psol reunir e pacto governador joão doria sp e wilson witzel rj e fechar o redar globo braço globo news e tv cultura derrubar o economia proibir abertura bar restaurante rodoviário e circulação ônibus e avião brasil.entendam previnir o covid19 e arrebentar o economia país desestabilizar o governar candidato e ministro causar o caos alegar o presidente perder rédea governar e ministro perder o comandar instituir o votação o impeachment presidente autorizar vídeo conferência deputar ficar o vontade mostrar o caro o votar o e o o colocar o proposto viçar mourão assumir casar impedimento presidente o acordar votar o velho político pagar alto voto.com assumir o presidente câmara rodrigar maio aval dia toffoli stf prestar atenção ataque maciço globo hoje dia18/03 canal aberto e globo news e passar o ênfase e visibilidade rodrigar maio população brasileiro pressionar e mostrar sujeira e acordar nefasto e o globo e cultura jornal estadão e folhar paulo governador gastar dinheiro combater o covid19 pagamento sujo atacar o governar o o invés informação sanitário e d dinheiro pagar o votação deputar traidor protestar rede facebook youtube twitter whatsapp e mostrar planar nefasto compartilhar brasileiro acreditar país espalhar o população preciso,0,17.39,1447,230,0.0,0.0,11.3,29.13,26.96,0.87,6.52,0.87,3,"0,89","0,08","0,03"
"A diretora da Anistia Internacional Brasil, Jurema Werneck, não compareceu à CPI como médica",checamos.afp.com,29/06/2021,o médico renan calheiros o dr jurema o crm cancelar umar publicação compartilhar o twitter o facebook e o instagram o dia junho werneck comparecer cpi o pedir senador renan calheiros parir prestar depoimento comer representante movimentar alertar reunir entidade sociedade civil comer o anistia internacional e coleta sobrar o mortalidade covid-19 o brasil o sessão cpi o senador luis carlos heinze p perguntar o werneck médico e o crm ativo responder médico formação e doutorar comunicação e cultura representar o anistia internacional brasil e o movimentar alertar o senhor perguntar o crm inativo prático,0,29.47,607,95,0.0,0.16,6.32,30.53,26.32,0.0,7.37,4.21,2,"0,06","0,83","0,11"
Maia espera posição do governo para debater prorrogação do auxílio emergencial,economia.uol.com.br,18/08/2020,o presidente câmara rodrigar maio dem-rj hoje esperar oficial governar o prorrogação pagamento auxílio emergencial e criação programar render básico o discussão vir recurso afetar o teto gasto esperar o oficial governar assunto o gente o auxílio fundamental urgente e impactar milhão brasileiro o governar precisar apresentar s condição prorrogar o gente impactar contar público maio o governar preciso avaliar conseguir cortar despesa definir o alcançar programar governar acabar o seguro-defesa o abonar salarial cortar recurso s. o governar base preciso avaliar voto suficiente congresso proposto maio afirmar o governar misturar acabar passar o proposto pacto federativo senado reformular abrigar o render brasil e o desoneração folhar salarial o rearranjo estratégia ministrar economia paulo guedes viabilizar programar interessar presidente candidato candidato furar o teto gasto,1,8.0,880,125,0.0,0.23,14.4,25.6,35.2,0.8,3.2,1.6,2,0.15,0.71,0.14
"Brasil tem 25,7 milhões de vacinados e aplica mais 2 dose que a 1 em 24h",noticias.uol.com.br,16/04/2021,"o brasil atingir n sexta-feira o marcar 25,7 milhão vacinar o covid-19 25.777.943 pessoa receber dosar imunizante o doença o corresponder o 12,17 população país fevereiro o vacinar o dosar o aplicação dosar horar 317.845 pessoa imunizar 576.392 receber o dosar consórcio veículo imprensar o uol base informação fornecido secretariar estadual saudar",1,15.38,348,52,0.0,1.15,7.69,21.15,30.77,1.92,5.77,7.69,2,0.05,0.88,0.06
Carlos Bolsonaro furou fila e tomou a vacina contra Covid-19 #boato,boatos.org,22/01/2021,jornalista mauro cerullo vacinar mim informação apurar rádio litoral fm carlos candidato hoje hospital central exército rir janeiro e vacinou-se o covid-19 vereador militar vacinar sinovac carluxofurafila,0,33.33,204,27,0.0,0.98,18.52,25.93,22.22,3.7,11.11,3.7,2,"0,03","0,93","0,04"
"Post usa notícia de 2019 para parabenizar Bolsonaro por acordo Mercosul-UE, mas negociações estão paradas",projetocomprova.com.br,13/05/2021,enganoso publicação facebook dia maio o o presidente candidato candidato utilizar manchete edição impresso correar braziliense parabenizar candidato acordar mercosul-ue o manchete utilizar post junho o acordar anunciar durante o cúpula g20 negociação o acordar vigor estagnar,0,24.32,270,37,0.0,0.37,13.51,29.73,32.43,0.0,5.41,0.0,3,"0,93","0,07","0,01"
OnlyFans: site que permite vender nudes cresce no Brasil e amplia mercado de 'influencers do sexo',g1.globo.com,14/11/2022,pedir mandar nude ganhar voltar tabelar preço o quarentenar aumentar o sucesso site crescer o o permitir pessoa vender o acesso s imagem o onlyfans redar social o dono perfil cobrar acesso o posts assinatura mensal vender avulso funcionar conteúdo exclusivo músico o aula basto entrar e o vender nudes o onlyfans surgir inglaterra e ganhar influencers sexo vácuo restrição rede instagram o nudez barrar redar livrar e render dinheiro restrito o ano cadastrar site o nome virar pop beyoncé o citar faixar savage megan thee stalion lançar dia abril,1,15.56,546,90,0.0,0.0,10.0,30.0,37.78,0.0,0.0,3.33,2,0.08,0.84,0.08
Os critérios de Bolsonaro para definir o nome do próximo ministro do STF,noticias.uol.com.br,22/09/2020,o presidente candidato candidato enxergar o ministrar celso mello stf inimigo pessoal novembro o decano aposentar candidato livrar adversário cortar ganhar aliar alguém tomar cervejar comigo semana relatar coluna folhar s. paulo o jornalista monica bergamo nome hoje favorito ocupar o mello o ministrar justiçar andré mendonça e o ministrar secretariar governar jorge oliveira o vantagem andré mendonça jorge oliveira o fato o condição pastor igreja presbiteriano esperançar brasília terrivelmente evangélico candidato o ministrar stf indicar mendonça trânsito cortar dá-se especialmente dia toffoli ano chefe advocacia união -- e vestir ministro alexandre moraes assinar ano passar livrar homenagem o toffoli,1,22.0,704,100,0.0,0.43,11.0,20.0,34.0,3.0,14.0,6.0,2,0.09,0.81,0.1
Exército encontrou água potável em Caicó (RN) a mando do governo Bolsonaro #boato,boatos.org,15/06/2019,exército brasileiro encontrar água potável município seco nordeste caicó-rn poço artesiano abastecer família e o mídia divulgar divulgar o imprecar brasileiro divulgar gigantesco ação exército brasileiro determinação governar candidato,0,20.69,235,29,0.0,0.43,27.59,34.48,27.59,0.0,0.0,0.0,2,"0,05","0,82","0,13"
"Mensagens da Spoofing: procuradores falam em ""colocar STF contra a parede""",noticias.uol.com.br,17/02/2021,o defeso ex-presidente candidato enviar o o ministrar stf supremo tribunal federal ricardo lewandowski relatório mensagem obtido operação spoofing advogar estratégia lavar jato emparedar tribunal superior conteúdo advogar ex-presidente alegar procurador atuantes operação buscar atacar ministro gilmar mendes e dia toffoli e enfraquecer o ministrar ribeiro dantas stj superior tribunal justiçar retirá-lo relatoria lavar jato o efetivamente vir o ocorrer ... ler íntegro folhar,1,21.88,472,64,0.0,0.64,12.5,28.12,34.38,1.56,9.38,1.56,2,0.18,0.74,0.08
Embaixada do Brasil nos EUA tem Lula Livre nas paredes e sala Marielle Franco #boato,boatos.org,28/07/2019,esparramar explicar visão brasileiro morar eua motivo presidente candidato nomear eduardo candidato embaixador brasil washington amigar família morar eua advogar e mts preciso embaixada brasileiro resolver assunto brasileiro advogar e comentar reduto partido funcionário reunião e espaçar dedicar o mariele franco reunião detestar o presidente e parede candidato livrar o único pessoa candidato confiar filhar eduardo o preciso faxinar n reduto e ninguém melhor acesso diretamente o presidente filhar faxineiro acabar reduto petista.disse tbem qdo manifestação brasil candidato tbem e articular embaixada d sair dinheiro pagar o pelegada pra ficar cartaz candidato livrar e abrigar o pessoal mst brasil manifesto entender o precisar confiar presidente e entender e deixar mimimi,0,27.27,763,110,0.0,0.0,10.0,20.91,33.64,1.82,12.73,0.91,2,"0,22","0,64","0,14"
Vídeo mostra Lula e Glenn Greenwald combinando reportagem da Intercept contra Moro #boato,boatos.org,14/11/2022,candidato armar o lavar jato entrevisto glenn greenwald combinar ação sergio morar e procurador lavar jato candidato armar o lavar jato cadeia bomba the intercept vídeo candidato combinar glenn greenwald candidato combinar glenn greenwald assistir o vídeo e o combinar candidato morar,0,19.05,264,42,0.0,0.0,16.67,21.43,30.95,0.0,16.67,7.14,2,"0,06","0,83","0,11"
"'Lava Jato municipal' não seria subordinada à Prefeitura, diz Bruno Covas",noticias.uol.com.br,26/11/2020,"o prefeito de são paulo, bruno covas (psdb), detalhou sua proposta de criar uma ""lava jato municipal"" caso venha a ser eleito para um segundo mandato na eleição do próximo domingo, 29. em entrevista à rádio eldorado, o candidato à reeleição disse que o objetivo é aumentar a transparência e a participação popular na fiscalização municipal, mas que a estrutura seria formada por voluntários e não estaria subordinada à prefeitura. questionado sobre o que seria a ""lava jato municipal"" e a diferença para os mecanismos de controle já existentes, covas esclareceu que a medida busca uma ação externa, que não demanda uma nova estrutura na cidade e nem será controlada por um partido ou político específico. ""é buscar uma ação externa, que não seja uma estrutura da prefeitura, porque a gente já tem a controladoria, o tribunal de contas, a câmara municipal. a gente já tem os órgãos próprios. são pessoas de fora que poderiam ajudar a olhar os contratos. nenhuma estrutura a ser criada na prefeitura de são paulo para isso, mas com advogados, especialistas, que possam, de forma voluntária, ajudar e colaborar, orientando e buscando soluções (...). não há a criação de nenhuma estrutura nova a ser controlada pelo partido 'a' ou pela candidata 'b'"", disse covas.",1,0.48,1260,209,2.86,1.43,7.66,19.62,12.92,4.31,12.44,2.87,2,0.09,0.83,0.08
É #FAKE que Rodrigo Maia pediu um minuto de silêncio no plenário em homenagem a general iraniano morto,g1.globo.com,14/11/2022,circular rede social mensagem o presidente câmara rodrigar maio pedir minutar silêncio plenário homenagem memória general iraniano qassem soleimani morto unir atacar drone bagdá quinta-feira o câmara deputar e o senado recesso parlamentar dezembro casar voltar o trabalho dia fevereiro d ano si cair terra o mensagem falso haver tumulto plenário o atar e maio receber vaiar d rodrigar maio viagem féria o família e brasil,0,10.61,421,66,0.0,0.24,12.12,39.39,27.27,0.0,1.52,1.52,3,"0,52","0,43","0,06"
Michelle Bolsonaro intervém a favor dos animais atingidos em Brumadinho #boato,boatos.org,28/01/2019,pedir olho cheio lágrima o ministrar agricultura o enviar veterinário cuidar animar esquecido disponibilizar cercar médico veterinário brumadinho auxílio recuperação animar sobreviver animar debilitar veterinário afirmar correr risco vidar,0,10.34,239,29,0.0,0.0,10.34,24.14,55.17,0.0,3.45,0.0,2,"0,11","0,69","0,2"
Mãe Joana assume rédeas da pasta da Saúde,noticias.uol.com.br,30/12/2020,"o ineficiência ministério saudar mudar patamar o general eduardo pazuello o pastar haver transformar trincheira militar continuar assumir o comandar planar nacional vacinação o covid velho brasileiro mãe joana graça s artimanha venerando senhor o inépcia sanitário governar atingir o ápice n estágio o esperançar o matar haver semana o brasileiro inquietava-se o vacinar o coronel elcio franco hierarquia saudar declarar vídeo irresponsável datar específico o início vacinação depender registrar anvisa o sonhar vacinar certificar realizar o governar acabar realizar o pesadelo seringar licitação o comprar 331,2 milhão seringar amealhar 7,9 milhão o almoxarifado vaziar encher irresponsabilidade o oratório braço direito general pazuello desaparelhar o coronel elcio animou-se o fixar calendário o vacinação o planejamento oficial permitir plateia chegar o o brasileiro raciocinar hipótese amplo hipótese o vírus matar melhor hipótese específico",1,11.36,946,132,0.0,0.42,12.12,23.48,37.12,0.0,3.03,2.27,3,0.83,0.13,0.04
Chico Xavier fez previsão sobre Bolsonaro em 1952 #boato,boatos.org,27/01/2021,chico xavier transcrever aparecer homem franco sincero e leal montar cavalar branco e poderoso espadar dimensão e personalidade destino brasil corrigir injustiça e voltar o confiança e esperançar futurar brasil combater e criticar temperamento e atitude contar o proteção forçar supremo habitar o cosmo e o brasil verdadeiramente o coração mundo e apesar crise e ameaçar interno e externo aparecer o fiel balançar fé e o esperançar destinar brasil o confiar surgir teráem nome o letra inicial pai,0,15.38,496,78,0.0,0.0,14.1,19.23,26.92,2.56,10.26,2.56,2,"0,06","0,54","0,4"
"Ao contrário de 1964, não há na sociedade interesse em golpe de estado",noticias.uol.com.br,30/03/2021,haver o guerra frio o aval eua o fantasma comunismo agitar elite irresponsável e o setores sociedade civil o golpe existir clima propício o golpe durar ano motivo haver hoje forçar armar defender autogolpe presidente candidato candidato chegar o o cargo eleição haver razão defender aventurar autoritário candidato governar mau haver setores sociedade civil mobilizar apoiar ditadura defeso interesse econômicos e político hoje haver minoria viúvo brilhante ustra pedir intervenção militar o militar intervir o fracassar líder psl major vitor hugo go colocar votação projeto conceder situação guerra o candidato pleno pandemia reflexo o tentativo golpista candidato enfraquecer pandemia adoecer e matar gente o resultar político sanitário governar,1,12.96,742,108,0.0,0.0,18.52,27.78,29.63,1.85,6.48,0.93,2,0.34,0.56,0.1
"Eurodeputados pedem justiça: Bolsonaro é ""criminoso"" e ""risco à humanidade""",noticias.uol.com.br,29/04/2021,debater parlamentar europeu n quinta-feira o brasil voltar o alvo duro crítico deputar pedir o presidente candidato candidato investigar resolução aprovar absoluto deputar europeu recomendar autoridade campanha desinformação processar e levar justiçar o documentar aprovar gerar obrigação legal o fato aprovar parlamentar interpretar sinal isolamento político brasil e imagem desgastar candidato europa o texto pedir o ajudar europeu o brasil e o região receber demonstração recusar europeu aceitar o estratégia adotada candidato,1,16.67,524,72,0.0,0.19,16.67,22.22,31.94,0.0,8.33,1.39,2,0.33,0.58,0.1
